,Suburb,Housing_Type,Value,No_of_child_charity,No_of_adult_charity,No_of_bus_stop,No_of_train_station,School_Type,No_of_school
19468,mount waverley,1 bedroom flats,340.0,23.0,32.0,0.0,2.0,Secondary,2.0
19469,mount waverley,2 bedroom flats,400.0,23.0,32.0,0.0,2.0,Primary,7.0
19470,mount waverley,2 bedroom flats,400.0,23.0,32.0,0.0,2.0,Secondary,2.0
19471,mount waverley,2 bedroom houses,405.0,23.0,32.0,0.0,2.0,Primary,7.0
19472,mount waverley,2 bedroom houses,405.0,23.0,32.0,0.0,2.0,Secondary,2.0
19473,mount waverley,3 bedroom flats,530.0,23.0,32.0,0.0,2.0,Primary,7.0
19474,mount waverley,3 bedroom flats,530.0,23.0,32.0,0.0,2.0,Secondary,2.0
19475,mount waverley,3 bedroom houses,480.0,23.0,32.0,0.0,2.0,Primary,7.0
19476,mount waverley,3 bedroom houses,480.0,23.0,32.0,0.0,2.0,Secondary,2.0
19477,mount waverley,4 bedroom houses,590.0,23.0,32.0,0.0,2.0,Primary,7.0
19478,mount waverley,4 bedroom houses,590.0,23.0,32.0,0.0,2.0,Secondary,2.0
19479,mount waverley,All properties,500.0,23.0,32.0,0.0,2.0,Primary,7.0
19480,mount waverley,All properties,500.0,23.0,32.0,0.0,2.0,Secondary,2.0
19761,mt eliza,1 bedroom flats,380.0,1.0,1.0,0.0,0.0,Pri/Sec,2.0
19762,mornington,1 bedroom flats,380.0,15.0,22.0,0.0,0.0,Primary,4.0
19763,mornington,1 bedroom flats,380.0,15.0,22.0,0.0,0.0,Secondary,2.0
19764,mt martha,1 bedroom flats,380.0,0.0,0.0,0.0,0.0,Pri/Sec,1.0
19765,mt eliza,2 bedroom flats,450.0,1.0,1.0,0.0,0.0,Pri/Sec,2.0
19766,mornington,2 bedroom flats,450.0,15.0,22.0,0.0,0.0,Primary,4.0
19767,mornington,2 bedroom flats,450.0,15.0,22.0,0.0,0.0,Secondary,2.0
19768,mt martha,2 bedroom flats,450.0,0.0,0.0,0.0,0.0,Pri/Sec,1.0
19769,mt eliza,2 bedroom houses,460.0,1.0,1.0,0.0,0.0,Pri/Sec,2.0
19770,mornington,2 bedroom houses,460.0,15.0,22.0,0.0,0.0,Primary,4.0
19771,mornington,2 bedroom houses,460.0,15.0,22.0,0.0,0.0,Secondary,2.0
19772,mt martha,2 bedroom houses,460.0,0.0,0.0,0.0,0.0,Pri/Sec,1.0
19773,mt eliza,3 bedroom flats,558.0,1.0,1.0,0.0,0.0,Pri/Sec,2.0
19774,mornington,3 bedroom flats,558.0,15.0,22.0,0.0,0.0,Primary,4.0
19775,mornington,3 bedroom flats,558.0,15.0,22.0,0.0,0.0,Secondary,2.0
19776,mt martha,3 bedroom flats,558.0,0.0,0.0,0.0,0.0,Pri/Sec,1.0
19777,mt eliza,3 bedroom houses,600.0,1.0,1.0,0.0,0.0,Pri/Sec,2.0
19778,mornington,3 bedroom houses,600.0,15.0,22.0,0.0,0.0,Primary,4.0
19779,mornington,3 bedroom houses,600.0,15.0,22.0,0.0,0.0,Secondary,2.0
19780,mt martha,3 bedroom houses,600.0,0.0,0.0,0.0,0.0,Pri/Sec,1.0
19781,mt eliza,4 bedroom houses,800.0,1.0,1.0,0.0,0.0,Pri/Sec,2.0
19782,mornington,4 bedroom houses,800.0,15.0,22.0,0.0,0.0,Primary,4.0
19783,mornington,4 bedroom houses,800.0,15.0,22.0,0.0,0.0,Secondary,2.0
19784,mt martha,4 bedroom houses,800.0,0.0,0.0,0.0,0.0,Pri/Sec,1.0
19785,mt eliza,All properties,600.0,1.0,1.0,0.0,0.0,Pri/Sec,2.0
19786,mornington,All properties,600.0,15.0,22.0,0.0,0.0,Primary,4.0
19787,mornington,All properties,600.0,15.0,22.0,0.0,0.0,Secondary,2.0
19788,mt martha,All properties,600.0,0.0,0.0,0.0,0.0,Pri/Sec,1.0
19999,murrumbeena,1 bedroom flats,288.0,4.0,5.0,0.0,1.0,Primary,2.0
20000,hughesdale,1 bedroom flats,288.0,4.0,6.0,0.0,1.0,Primary,1.0
20001,hughesdale,1 bedroom flats,288.0,4.0,6.0,0.0,1.0,Secondary,1.0
20002,murrumbeena,2 bedroom flats,400.0,4.0,5.0,0.0,1.0,Primary,2.0
20003,hughesdale,2 bedroom flats,400.0,4.0,6.0,0.0,1.0,Primary,1.0
20004,hughesdale,2 bedroom flats,400.0,4.0,6.0,0.0,1.0,Secondary,1.0
20005,murrumbeena,2 bedroom houses,460.0,4.0,5.0,0.0,1.0,Primary,2.0
20006,hughesdale,2 bedroom houses,460.0,4.0,6.0,0.0,1.0,Primary,1.0
20007,hughesdale,2 bedroom houses,460.0,4.0,6.0,0.0,1.0,Secondary,1.0
20008,murrumbeena,3 bedroom flats,525.0,4.0,5.0,0.0,1.0,Primary,2.0
20009,hughesdale,3 bedroom flats,525.0,4.0,6.0,0.0,1.0,Primary,1.0
20010,hughesdale,3 bedroom flats,525.0,4.0,6.0,0.0,1.0,Secondary,1.0
20011,murrumbeena,3 bedroom houses,550.0,4.0,5.0,0.0,1.0,Primary,2.0
20012,hughesdale,3 bedroom houses,550.0,4.0,6.0,0.0,1.0,Primary,1.0
20013,hughesdale,3 bedroom houses,550.0,4.0,6.0,0.0,1.0,Secondary,1.0
20014,murrumbeena,4 bedroom houses,770.0,4.0,5.0,0.0,1.0,Primary,2.0
20015,hughesdale,4 bedroom houses,770.0,4.0,6.0,0.0,1.0,Primary,1.0
20016,hughesdale,4 bedroom houses,770.0,4.0,6.0,0.0,1.0,Secondary,1.0
20017,murrumbeena,All properties,400.0,4.0,5.0,0.0,1.0,Primary,2.0
20018,hughesdale,All properties,400.0,4.0,6.0,0.0,1.0,Primary,1.0
20019,hughesdale,All properties,400.0,4.0,6.0,0.0,1.0,Secondary,1.0
20300,narre warren,1 bedroom flats,300.0,8.0,17.0,5.0,1.0,Primary,5.0
20301,narre warren,1 bedroom flats,300.0,8.0,17.0,5.0,1.0,Secondary,1.0
20302,hampton park,1 bedroom flats,300.0,8.0,13.0,0.0,0.0,Primary,5.0
20303,hampton park,1 bedroom flats,300.0,8.0,13.0,0.0,0.0,Secondary,1.0
20304,narre warren,2 bedroom flats,350.0,8.0,17.0,5.0,1.0,Primary,5.0
20305,narre warren,2 bedroom flats,350.0,8.0,17.0,5.0,1.0,Secondary,1.0
20306,hampton park,2 bedroom flats,350.0,8.0,13.0,0.0,0.0,Primary,5.0
20307,hampton park,2 bedroom flats,350.0,8.0,13.0,0.0,0.0,Secondary,1.0
20308,narre warren,2 bedroom houses,368.0,8.0,17.0,5.0,1.0,Primary,5.0
20309,narre warren,2 bedroom houses,368.0,8.0,17.0,5.0,1.0,Secondary,1.0
20310,hampton park,2 bedroom houses,368.0,8.0,13.0,0.0,0.0,Primary,5.0
20311,hampton park,2 bedroom houses,368.0,8.0,13.0,0.0,0.0,Secondary,1.0
20312,narre warren,3 bedroom flats,390.0,8.0,17.0,5.0,1.0,Primary,5.0
20313,narre warren,3 bedroom flats,390.0,8.0,17.0,5.0,1.0,Secondary,1.0
20314,hampton park,3 bedroom flats,390.0,8.0,13.0,0.0,0.0,Primary,5.0
20315,hampton park,3 bedroom flats,390.0,8.0,13.0,0.0,0.0,Secondary,1.0
20316,narre warren,3 bedroom houses,400.0,8.0,17.0,5.0,1.0,Primary,5.0
20317,narre warren,3 bedroom houses,400.0,8.0,17.0,5.0,1.0,Secondary,1.0
20318,hampton park,3 bedroom houses,400.0,8.0,13.0,0.0,0.0,Primary,5.0
20319,hampton park,3 bedroom houses,400.0,8.0,13.0,0.0,0.0,Secondary,1.0
20320,narre warren,4 bedroom houses,470.0,8.0,17.0,5.0,1.0,Primary,5.0
20321,narre warren,4 bedroom houses,470.0,8.0,17.0,5.0,1.0,Secondary,1.0
20322,hampton park,4 bedroom houses,470.0,8.0,13.0,0.0,0.0,Primary,5.0
20323,hampton park,4 bedroom houses,470.0,8.0,13.0,0.0,0.0,Secondary,1.0
20324,narre warren,All properties,410.0,8.0,17.0,5.0,1.0,Primary,5.0
20325,narre warren,All properties,410.0,8.0,17.0,5.0,1.0,Secondary,1.0
20326,hampton park,All properties,410.0,8.0,13.0,0.0,0.0,Primary,5.0
20327,hampton park,All properties,410.0,8.0,13.0,0.0,0.0,Secondary,1.0
20468,newport,1 bedroom flats,300.0,12.0,16.0,0.0,1.0,Primary,4.0
20469,spotswood,1 bedroom flats,300.0,2.0,6.0,0.0,1.0,Primary,2.0
20470,newport,2 bedroom flats,380.0,12.0,16.0,0.0,1.0,Primary,4.0
20471,spotswood,2 bedroom flats,380.0,2.0,6.0,0.0,1.0,Primary,2.0
20472,newport,2 bedroom houses,443.0,12.0,16.0,0.0,1.0,Primary,4.0
20473,spotswood,2 bedroom houses,443.0,2.0,6.0,0.0,1.0,Primary,2.0
20474,newport,3 bedroom flats,550.0,12.0,16.0,0.0,1.0,Primary,4.0
20475,spotswood,3 bedroom flats,550.0,2.0,6.0,0.0,1.0,Primary,2.0
20476,newport,3 bedroom houses,550.0,12.0,16.0,0.0,1.0,Primary,4.0
20477,spotswood,3 bedroom houses,550.0,2.0,6.0,0.0,1.0,Primary,2.0
20478,newport,4 bedroom houses,750.0,12.0,16.0,0.0,1.0,Primary,4.0
20479,spotswood,4 bedroom houses,750.0,2.0,6.0,0.0,1.0,Primary,2.0
20480,newport,All properties,495.0,12.0,16.0,0.0,1.0,Primary,4.0
20481,spotswood,All properties,495.0,2.0,6.0,0.0,1.0,Primary,2.0
20692,newtown,1 bedroom flats,285.0,14.0,18.0,0.0,0.0,Pri/Sec,1.0
20693,newtown,1 bedroom flats,285.0,14.0,18.0,0.0,0.0,Primary,4.0
20694,newtown,1 bedroom flats,285.0,14.0,18.0,0.0,0.0,Secondary,2.0
20695,newtown,2 bedroom flats,390.0,14.0,18.0,0.0,0.0,Pri/Sec,1.0
20696,newtown,2 bedroom flats,390.0,14.0,18.0,0.0,0.0,Primary,4.0
20697,newtown,2 bedroom flats,390.0,14.0,18.0,0.0,0.0,Secondary,2.0
20698,newtown,2 bedroom houses,425.0,14.0,18.0,0.0,0.0,Pri/Sec,1.0
20699,newtown,2 bedroom houses,425.0,14.0,18.0,0.0,0.0,Primary,4.0
20700,newtown,2 bedroom houses,425.0,14.0,18.0,0.0,0.0,Secondary,2.0
20701,newtown,3 bedroom flats,500.0,14.0,18.0,0.0,0.0,Pri/Sec,1.0
20702,newtown,3 bedroom flats,500.0,14.0,18.0,0.0,0.0,Primary,4.0
20703,newtown,3 bedroom flats,500.0,14.0,18.0,0.0,0.0,Secondary,2.0
20704,newtown,3 bedroom houses,480.0,14.0,18.0,0.0,0.0,Pri/Sec,1.0
20705,newtown,3 bedroom houses,480.0,14.0,18.0,0.0,0.0,Primary,4.0
20706,newtown,3 bedroom houses,480.0,14.0,18.0,0.0,0.0,Secondary,2.0
20707,newtown,4 bedroom houses,600.0,14.0,18.0,0.0,0.0,Pri/Sec,1.0
20708,newtown,4 bedroom houses,600.0,14.0,18.0,0.0,0.0,Primary,4.0
20709,newtown,4 bedroom houses,600.0,14.0,18.0,0.0,0.0,Secondary,2.0
20710,newtown,All properties,430.0,14.0,18.0,0.0,0.0,Pri/Sec,1.0
20711,newtown,All properties,430.0,14.0,18.0,0.0,0.0,Primary,4.0
20712,newtown,All properties,430.0,14.0,18.0,0.0,0.0,Secondary,2.0
20923,noble park,1 bedroom flats,250.0,9.0,10.0,0.0,2.0,Pri/Sec,1.0
20924,noble park,1 bedroom flats,250.0,9.0,10.0,0.0,2.0,Primary,5.0
20925,noble park,1 bedroom flats,250.0,9.0,10.0,0.0,2.0,Secondary,1.0
20926,noble park,2 bedroom flats,350.0,9.0,10.0,0.0,2.0,Pri/Sec,1.0
20927,noble park,2 bedroom flats,350.0,9.0,10.0,0.0,2.0,Primary,5.0
20928,noble park,2 bedroom flats,350.0,9.0,10.0,0.0,2.0,Secondary,1.0
20929,noble park,2 bedroom houses,373.0,9.0,10.0,0.0,2.0,Pri/Sec,1.0
20930,noble park,2 bedroom houses,373.0,9.0,10.0,0.0,2.0,Primary,5.0
20931,noble park,2 bedroom houses,373.0,9.0,10.0,0.0,2.0,Secondary,1.0
20932,noble park,3 bedroom flats,405.0,9.0,10.0,0.0,2.0,Pri/Sec,1.0
20933,noble park,3 bedroom flats,405.0,9.0,10.0,0.0,2.0,Primary,5.0
20934,noble park,3 bedroom flats,405.0,9.0,10.0,0.0,2.0,Secondary,1.0
20935,noble park,3 bedroom houses,390.0,9.0,10.0,0.0,2.0,Pri/Sec,1.0
20936,noble park,3 bedroom houses,390.0,9.0,10.0,0.0,2.0,Primary,5.0
20937,noble park,3 bedroom houses,390.0,9.0,10.0,0.0,2.0,Secondary,1.0
20938,noble park,4 bedroom houses,450.0,9.0,10.0,0.0,2.0,Pri/Sec,1.0
20939,noble park,4 bedroom houses,450.0,9.0,10.0,0.0,2.0,Primary,5.0
20940,noble park,4 bedroom houses,450.0,9.0,10.0,0.0,2.0,Secondary,1.0
20941,noble park,All properties,370.0,9.0,10.0,0.0,2.0,Pri/Sec,1.0
20942,noble park,All properties,370.0,9.0,10.0,0.0,2.0,Primary,5.0
20943,noble park,All properties,370.0,9.0,10.0,0.0,2.0,Secondary,1.0
21014,north bendigo,1 bedroom flats,240.0,2.0,4.0,33.0,0.0,0,0.0
21015,north bendigo,2 bedroom flats,300.0,2.0,4.0,33.0,0.0,0,0.0
21016,north bendigo,2 bedroom houses,340.0,2.0,4.0,33.0,0.0,0,0.0
21017,north bendigo,3 bedroom flats,380.0,2.0,4.0,33.0,0.0,0,0.0
21018,north bendigo,3 bedroom houses,380.0,2.0,4.0,33.0,0.0,0,0.0
21019,north bendigo,4 bedroom houses,440.0,2.0,4.0,33.0,0.0,0,0.0
21020,north bendigo,All properties,380.0,2.0,4.0,33.0,0.0,0,0.0
21091,north geelong,1 bedroom flats,250.0,4.0,10.0,34.0,0.0,Secondary,1.0
21092,north geelong,2 bedroom flats,370.0,4.0,10.0,34.0,0.0,Secondary,1.0
21093,north geelong,2 bedroom houses,370.0,4.0,10.0,34.0,0.0,Secondary,1.0
21094,north geelong,3 bedroom flats,430.0,4.0,10.0,34.0,0.0,Secondary,1.0
21095,north geelong,3 bedroom houses,418.0,4.0,10.0,34.0,0.0,Secondary,1.0
21096,north geelong,4 bedroom houses,500.0,4.0,10.0,34.0,0.0,Secondary,1.0
21097,north geelong,All properties,400.0,4.0,10.0,34.0,0.0,Secondary,1.0
21308,north melbourne,1 bedroom flats,300.0,23.0,56.0,0.0,2.0,Primary,2.0
21309,north melbourne,1 bedroom flats,300.0,23.0,56.0,0.0,2.0,Secondary,1.0
21310,west melbourne,1 bedroom flats,300.0,11.0,11.0,0.0,1.0,Secondary,1.0
21311,north melbourne,2 bedroom flats,440.0,23.0,56.0,0.0,2.0,Primary,2.0
21312,north melbourne,2 bedroom flats,440.0,23.0,56.0,0.0,2.0,Secondary,1.0
21313,west melbourne,2 bedroom flats,440.0,11.0,11.0,0.0,1.0,Secondary,1.0
21314,north melbourne,2 bedroom houses,540.0,23.0,56.0,0.0,2.0,Primary,2.0
21315,north melbourne,2 bedroom houses,540.0,23.0,56.0,0.0,2.0,Secondary,1.0
21316,west melbourne,2 bedroom houses,540.0,11.0,11.0,0.0,1.0,Secondary,1.0
21317,north melbourne,3 bedroom flats,600.0,23.0,56.0,0.0,2.0,Primary,2.0
21318,north melbourne,3 bedroom flats,600.0,23.0,56.0,0.0,2.0,Secondary,1.0
21319,west melbourne,3 bedroom flats,600.0,11.0,11.0,0.0,1.0,Secondary,1.0
21320,north melbourne,3 bedroom houses,680.0,23.0,56.0,0.0,2.0,Primary,2.0
21321,north melbourne,3 bedroom houses,680.0,23.0,56.0,0.0,2.0,Secondary,1.0
21322,west melbourne,3 bedroom houses,680.0,11.0,11.0,0.0,1.0,Secondary,1.0
21323,north melbourne,4 bedroom houses,930.0,23.0,56.0,0.0,2.0,Primary,2.0
21324,north melbourne,4 bedroom houses,930.0,23.0,56.0,0.0,2.0,Secondary,1.0
21325,west melbourne,4 bedroom houses,930.0,11.0,11.0,0.0,1.0,Secondary,1.0
21326,north melbourne,All properties,380.0,23.0,56.0,0.0,2.0,Primary,2.0
21327,north melbourne,All properties,380.0,23.0,56.0,0.0,2.0,Secondary,1.0
21328,west melbourne,All properties,380.0,11.0,11.0,0.0,1.0,Secondary,1.0
21469,northcote,1 bedroom flats,320.0,18.0,32.0,0.0,5.0,Primary,3.0
21470,northcote,1 bedroom flats,320.0,18.0,32.0,0.0,5.0,Secondary,2.0
21471,northcote,2 bedroom flats,450.0,18.0,32.0,0.0,5.0,Primary,3.0
21472,northcote,2 bedroom flats,450.0,18.0,32.0,0.0,5.0,Secondary,2.0
21473,northcote,2 bedroom houses,600.0,18.0,32.0,0.0,5.0,Primary,3.0
21474,northcote,2 bedroom houses,600.0,18.0,32.0,0.0,5.0,Secondary,2.0
21475,northcote,3 bedroom flats,660.0,18.0,32.0,0.0,5.0,Primary,3.0
21476,northcote,3 bedroom flats,660.0,18.0,32.0,0.0,5.0,Secondary,2.0
21477,northcote,3 bedroom houses,725.0,18.0,32.0,0.0,5.0,Primary,3.0
21478,northcote,3 bedroom houses,725.0,18.0,32.0,0.0,5.0,Secondary,2.0
21479,northcote,4 bedroom houses,975.0,18.0,32.0,0.0,5.0,Primary,3.0
21480,northcote,4 bedroom houses,975.0,18.0,32.0,0.0,5.0,Secondary,2.0
21481,northcote,All properties,490.0,18.0,32.0,0.0,5.0,Primary,3.0
21482,northcote,All properties,490.0,18.0,32.0,0.0,5.0,Secondary,2.0
21763,nunawading,1 bedroom flats,330.0,6.0,11.0,0.0,1.0,Primary,2.0
21764,nunawading,1 bedroom flats,330.0,6.0,11.0,0.0,1.0,Secondary,1.0
21765,mitcham,1 bedroom flats,330.0,13.0,26.0,0.0,1.0,Primary,4.0
21766,mitcham,1 bedroom flats,330.0,13.0,26.0,0.0,1.0,Secondary,1.0
21767,nunawading,2 bedroom flats,390.0,6.0,11.0,0.0,1.0,Primary,2.0
21768,nunawading,2 bedroom flats,390.0,6.0,11.0,0.0,1.0,Secondary,1.0
21769,mitcham,2 bedroom flats,390.0,13.0,26.0,0.0,1.0,Primary,4.0
21770,mitcham,2 bedroom flats,390.0,13.0,26.0,0.0,1.0,Secondary,1.0
21771,nunawading,2 bedroom houses,400.0,6.0,11.0,0.0,1.0,Primary,2.0
21772,nunawading,2 bedroom houses,400.0,6.0,11.0,0.0,1.0,Secondary,1.0
21773,mitcham,2 bedroom houses,400.0,13.0,26.0,0.0,1.0,Primary,4.0
21774,mitcham,2 bedroom houses,400.0,13.0,26.0,0.0,1.0,Secondary,1.0
21775,nunawading,3 bedroom flats,485.0,6.0,11.0,0.0,1.0,Primary,2.0
21776,nunawading,3 bedroom flats,485.0,6.0,11.0,0.0,1.0,Secondary,1.0
21777,mitcham,3 bedroom flats,485.0,13.0,26.0,0.0,1.0,Primary,4.0
21778,mitcham,3 bedroom flats,485.0,13.0,26.0,0.0,1.0,Secondary,1.0
21779,nunawading,3 bedroom houses,470.0,6.0,11.0,0.0,1.0,Primary,2.0
21780,nunawading,3 bedroom houses,470.0,6.0,11.0,0.0,1.0,Secondary,1.0
21781,mitcham,3 bedroom houses,470.0,13.0,26.0,0.0,1.0,Primary,4.0
21782,mitcham,3 bedroom houses,470.0,13.0,26.0,0.0,1.0,Secondary,1.0
21783,nunawading,4 bedroom houses,550.0,6.0,11.0,0.0,1.0,Primary,2.0
21784,nunawading,4 bedroom houses,550.0,6.0,11.0,0.0,1.0,Secondary,1.0
21785,mitcham,4 bedroom houses,550.0,13.0,26.0,0.0,1.0,Primary,4.0
21786,mitcham,4 bedroom houses,550.0,13.0,26.0,0.0,1.0,Secondary,1.0
21787,nunawading,All properties,430.0,6.0,11.0,0.0,1.0,Primary,2.0
21788,nunawading,All properties,430.0,6.0,11.0,0.0,1.0,Secondary,1.0
21789,mitcham,All properties,430.0,13.0,26.0,0.0,1.0,Primary,4.0
21790,mitcham,All properties,430.0,13.0,26.0,0.0,1.0,Secondary,1.0
22211,oak park,1 bedroom flats,280.0,5.0,4.0,0.0,1.0,Primary,2.0
22212,glenroy,1 bedroom flats,280.0,11.0,14.0,0.0,3.0,Pri/Sec,1.0
22213,glenroy,1 bedroom flats,280.0,11.0,14.0,0.0,3.0,Primary,4.0
22214,glenroy,1 bedroom flats,280.0,11.0,14.0,0.0,3.0,Secondary,1.0
22215,fawkner,1 bedroom flats,280.0,5.0,7.0,0.0,1.0,Primary,3.0
22216,fawkner,1 bedroom flats,280.0,5.0,7.0,0.0,1.0,Secondary,1.0
22217,oak park,2 bedroom flats,350.0,5.0,4.0,0.0,1.0,Primary,2.0
22218,glenroy,2 bedroom flats,350.0,11.0,14.0,0.0,3.0,Pri/Sec,1.0
22219,glenroy,2 bedroom flats,350.0,11.0,14.0,0.0,3.0,Primary,4.0
22220,glenroy,2 bedroom flats,350.0,11.0,14.0,0.0,3.0,Secondary,1.0
22221,fawkner,2 bedroom flats,350.0,5.0,7.0,0.0,1.0,Primary,3.0
22222,fawkner,2 bedroom flats,350.0,5.0,7.0,0.0,1.0,Secondary,1.0
22223,oak park,2 bedroom houses,360.0,5.0,4.0,0.0,1.0,Primary,2.0
22224,glenroy,2 bedroom houses,360.0,11.0,14.0,0.0,3.0,Pri/Sec,1.0
22225,glenroy,2 bedroom houses,360.0,11.0,14.0,0.0,3.0,Primary,4.0
22226,glenroy,2 bedroom houses,360.0,11.0,14.0,0.0,3.0,Secondary,1.0
22227,fawkner,2 bedroom houses,360.0,5.0,7.0,0.0,1.0,Primary,3.0
22228,fawkner,2 bedroom houses,360.0,5.0,7.0,0.0,1.0,Secondary,1.0
22229,oak park,3 bedroom flats,430.0,5.0,4.0,0.0,1.0,Primary,2.0
22230,glenroy,3 bedroom flats,430.0,11.0,14.0,0.0,3.0,Pri/Sec,1.0
22231,glenroy,3 bedroom flats,430.0,11.0,14.0,0.0,3.0,Primary,4.0
22232,glenroy,3 bedroom flats,430.0,11.0,14.0,0.0,3.0,Secondary,1.0
22233,fawkner,3 bedroom flats,430.0,5.0,7.0,0.0,1.0,Primary,3.0
22234,fawkner,3 bedroom flats,430.0,5.0,7.0,0.0,1.0,Secondary,1.0
22235,oak park,3 bedroom houses,420.0,5.0,4.0,0.0,1.0,Primary,2.0
22236,glenroy,3 bedroom houses,420.0,11.0,14.0,0.0,3.0,Pri/Sec,1.0
22237,glenroy,3 bedroom houses,420.0,11.0,14.0,0.0,3.0,Primary,4.0
22238,glenroy,3 bedroom houses,420.0,11.0,14.0,0.0,3.0,Secondary,1.0
22239,fawkner,3 bedroom houses,420.0,5.0,7.0,0.0,1.0,Primary,3.0
22240,fawkner,3 bedroom houses,420.0,5.0,7.0,0.0,1.0,Secondary,1.0
22241,oak park,4 bedroom houses,495.0,5.0,4.0,0.0,1.0,Primary,2.0
22242,glenroy,4 bedroom houses,495.0,11.0,14.0,0.0,3.0,Pri/Sec,1.0
22243,glenroy,4 bedroom houses,495.0,11.0,14.0,0.0,3.0,Primary,4.0
22244,glenroy,4 bedroom houses,495.0,11.0,14.0,0.0,3.0,Secondary,1.0
22245,fawkner,4 bedroom houses,495.0,5.0,7.0,0.0,1.0,Primary,3.0
22246,fawkner,4 bedroom houses,495.0,5.0,7.0,0.0,1.0,Secondary,1.0
22247,oak park,All properties,388.0,5.0,4.0,0.0,1.0,Primary,2.0
22248,glenroy,All properties,388.0,11.0,14.0,0.0,3.0,Pri/Sec,1.0
22249,glenroy,All properties,388.0,11.0,14.0,0.0,3.0,Primary,4.0
22250,glenroy,All properties,388.0,11.0,14.0,0.0,3.0,Secondary,1.0
22251,fawkner,All properties,388.0,5.0,7.0,0.0,1.0,Primary,3.0
22252,fawkner,All properties,388.0,5.0,7.0,0.0,1.0,Secondary,1.0
22393,ocean grove,1 bedroom flats,275.0,6.0,11.0,56.0,0.0,Primary,3.0
22394,barwon heads,1 bedroom flats,275.0,2.0,6.0,25.0,0.0,Primary,1.0
22395,ocean grove,2 bedroom flats,420.0,6.0,11.0,56.0,0.0,Primary,3.0
22396,barwon heads,2 bedroom flats,420.0,2.0,6.0,25.0,0.0,Primary,1.0
22397,ocean grove,2 bedroom houses,460.0,6.0,11.0,56.0,0.0,Primary,3.0
22398,barwon heads,2 bedroom houses,460.0,2.0,6.0,25.0,0.0,Primary,1.0
22399,ocean grove,3 bedroom flats,500.0,6.0,11.0,56.0,0.0,Primary,3.0
22400,barwon heads,3 bedroom flats,500.0,2.0,6.0,25.0,0.0,Primary,1.0
22401,ocean grove,3 bedroom houses,520.0,6.0,11.0,56.0,0.0,Primary,3.0
22402,barwon heads,3 bedroom houses,520.0,2.0,6.0,25.0,0.0,Primary,1.0
22403,ocean grove,4 bedroom houses,605.0,6.0,11.0,56.0,0.0,Primary,3.0
22404,barwon heads,4 bedroom houses,605.0,2.0,6.0,25.0,0.0,Primary,1.0
22405,ocean grove,All properties,540.0,6.0,11.0,56.0,0.0,Primary,3.0
22406,barwon heads,All properties,540.0,2.0,6.0,25.0,0.0,Primary,1.0
22617,pakenham,1 bedroom flats,275.0,13.0,14.0,27.0,2.0,Pri/Sec,2.0
22618,pakenham,1 bedroom flats,275.0,13.0,14.0,27.0,2.0,Primary,7.0
22619,pakenham,1 bedroom flats,275.0,13.0,14.0,27.0,2.0,Secondary,2.0
22620,pakenham,2 bedroom flats,330.0,13.0,14.0,27.0,2.0,Pri/Sec,2.0
22621,pakenham,2 bedroom flats,330.0,13.0,14.0,27.0,2.0,Primary,7.0
22622,pakenham,2 bedroom flats,330.0,13.0,14.0,27.0,2.0,Secondary,2.0
22623,pakenham,2 bedroom houses,340.0,13.0,14.0,27.0,2.0,Pri/Sec,2.0
22624,pakenham,2 bedroom houses,340.0,13.0,14.0,27.0,2.0,Primary,7.0
22625,pakenham,2 bedroom houses,340.0,13.0,14.0,27.0,2.0,Secondary,2.0
22626,pakenham,3 bedroom flats,360.0,13.0,14.0,27.0,2.0,Pri/Sec,2.0
22627,pakenham,3 bedroom flats,360.0,13.0,14.0,27.0,2.0,Primary,7.0
22628,pakenham,3 bedroom flats,360.0,13.0,14.0,27.0,2.0,Secondary,2.0
22629,pakenham,3 bedroom houses,385.0,13.0,14.0,27.0,2.0,Pri/Sec,2.0
22630,pakenham,3 bedroom houses,385.0,13.0,14.0,27.0,2.0,Primary,7.0
22631,pakenham,3 bedroom houses,385.0,13.0,14.0,27.0,2.0,Secondary,2.0
22632,pakenham,4 bedroom houses,450.0,13.0,14.0,27.0,2.0,Pri/Sec,2.0
22633,pakenham,4 bedroom houses,450.0,13.0,14.0,27.0,2.0,Primary,7.0
22634,pakenham,4 bedroom houses,450.0,13.0,14.0,27.0,2.0,Secondary,2.0
22635,pakenham,All properties,390.0,13.0,14.0,27.0,2.0,Pri/Sec,2.0
22636,pakenham,All properties,390.0,13.0,14.0,27.0,2.0,Primary,7.0
22637,pakenham,All properties,390.0,13.0,14.0,27.0,2.0,Secondary,2.0
22848,pascoe vale,1 bedroom flats,238.0,6.0,7.0,0.0,1.0,Primary,4.0
22849,pascoe vale,1 bedroom flats,238.0,6.0,7.0,0.0,1.0,Secondary,1.0
22850,coburg north,1 bedroom flats,238.0,4.0,3.0,0.0,2.0,0,0.0
22851,pascoe vale,2 bedroom flats,385.0,6.0,7.0,0.0,1.0,Primary,4.0
22852,pascoe vale,2 bedroom flats,385.0,6.0,7.0,0.0,1.0,Secondary,1.0
22853,coburg north,2 bedroom flats,385.0,4.0,3.0,0.0,2.0,0,0.0
22854,pascoe vale,2 bedroom houses,410.0,6.0,7.0,0.0,1.0,Primary,4.0
22855,pascoe vale,2 bedroom houses,410.0,6.0,7.0,0.0,1.0,Secondary,1.0
